date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:16	42584/42584	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:16%20GMT	https://www.bancopatagonia.com.ar/institucional/index.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/institucional/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:18	52017/52017	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:18%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-clasica/paquete/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:19	52111/52111	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:19%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-clasica/mas/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:19	35937/35937	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:16%20GMT	https://ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.htm	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/ebankpersonas.bancopatagonia.com.ar/eBanking/usuarios/login.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:20	53087/53087	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:20%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:21	48878/48878	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:21%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-clasica/patagonia-sueldo/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:22	58982/58982	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:22%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:23	64332/64332	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:23%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:24	52992/52992	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:24%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:25	122503/122503	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:25%20GMT	https://www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:26	108585/108585	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:26%20GMT	https://www.bancopatagonia.com.ar/patagoniaon/index.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/patagoniaon/index.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:27	55033/55033	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:27%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-universitaria.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:28	191853/191853	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:28%20GMT	https://www.bancopatagonia.com.ar/personas/apple-pay.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/apple-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:29	45440/45440	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:29%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:30	47533/47533	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:29%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:31	47434/47434	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:30%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/beneficios-wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:32	191286/191286	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:32%20GMT	https://www.bancopatagonia.com.ar/personas/google-pay.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/google-pay.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:33	46275/46275	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:32%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:34	60379/60379	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:34%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/jubilados.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:35	47496/47496	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:35%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/patagonia-para-menores.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:36	45994/45994	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:36%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:37	45777/45777	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:37%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:38	61446/61446	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:38%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:39	54117/54117	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:39%20GMT	https://www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/personas/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:40	51678/51678	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:40%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-clasica/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:41	50063/50063	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:41%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-clasica/patagonia-emprendimiento/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:42	57577/57577	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:42%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-plus/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:43	62932/62932	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:43%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-plus/premium/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:44	51554/51554	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:44%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-singular/paquete/propuesta.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:45	121417/121417	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:45%20GMT	https://www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/patagonia-singular/beneficios-exclusivos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:46	52624/52624	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:46%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-debito/patagonia-24.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:47	60027/60027	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:47%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/tarjetas-de-credito/visa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:48	44539/44539	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:48%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/prestamos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:49	44278/44278	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:49%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/seguros.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:50	44780/44780	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:50%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/inversiones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:51	48397/48397	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:50%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:52	43951/43951	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:52%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/caja-de-seguridad.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:54	58780/58780	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:53%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/factura-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:54	45661/45661	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:54%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/pagos-afip.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:55	68339/68339	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:55%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/soluciones-para-tu-empresa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:56	49699/49699	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:56%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/comercios-patagonia.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:57	45419/45419	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:57%20GMT	https://www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/nyps/productos-y-servicios/wapa.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:58	59694/59694	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:58%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/cuentas/pequenas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:56:59	59954/59954	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:56:59%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/cuentas/medianas-empresas.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:00	50942/50942	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:00%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-comercio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:01	50810/50810	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:01%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/cuentas/patagonia-consorcio.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:02	46902/46902	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:02%20GMT	https://www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/cuentas/cuenta-corriente.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:03	65094/65094	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:03%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:04	46044/46044	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:04%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/preguntas-frecuentes.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:05	59107/59107	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:05%20GMT	https://www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/patagonia-sueldo/guia-implementacion.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:06	46592/46592	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:06%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/comercio-exterior/solicitud-electronica.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:07	47279/47279	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:07%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/comercio-exterior/productos.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:08	47770/47770	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:08%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/comercio-exterior/otros-servicios.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:09	49797/49797	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:09%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/comercio-exterior/herramientas-para-exportar.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:10	91321/91321	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:10%20GMT	https://www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/comercio-exterior/marco-regulatorio/normas-y-regulaciones.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:11	48877/48877	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:11%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/financiacion/patagonia-leasing.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
23:57:12	46816/46816	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2002:57:12%20GMT	https://www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.php	/home/william/Escritorio/Redes%20de%20Computadora/Unidad%207/websites/BancoPatagoniaClone/www.bancopatagonia.com.ar/pyme/financiacion/mercado-capitales.html	(from https://www.bancopatagonia.com.ar/personas/index.php)
